"RK",TIERS,"PLAYER NAME",TEAM,"FAN PTS","PASS_YDS","PASS_TDS","REC","REC_YDS","REC_TDS","RUSH_ATT","RUSH_YDS","RUSH_TDS"
"251",12,"Taysom Hill",NO,"158.62","928","4","0","0","0","87","457","8"
"252",12,"Tim Patrick",DEN,"161.2","0","0","51","742","6","0","0","0"
"253",12,"Chris Herndon IV",NYJ,"73.7","0","0","31","287","3","0","0","0"
"254",12,"Tyrell Williams",DET,"0","0","0","0","0","0","0","0","0"
"255",12,"Philadelphia Eagles",PHI,"101","0","0","0","0","0","0","0","0"
"256",12,"Kadarius Toney",NYG,"0","0","0","0","0","0","0","0","0"
"257",12,"DeSean Jackson",LAR,"44.8","0","0","14","236","1","1","12","0"
"258",12,"Jeff Wilson Jr.",SF,"142.3","0","0","13","133","3","126","600","7"
"259",12,"Rhamondre Stevenson",NE,"0","0","0","0","0","0","0","0","0"
"260",12,"La'Mical Perine",NYJ,"52.5","0","0","11","63","0","64","232","2"
"261",12,"Dan Arnold",CAR,"96.8","0","0","31","438","4","0","0","0"
"262",12,"Daniel Carlson",LV,"155","0","0","0","0","0","0","0","0"
"263",12,"Kerryon Johnson",PHI,"71.8","0","0","19","187","1","52","181","2"
"264",12,"Amari Rodgers",GB,"0","0","0","0","0","0","0","0","0"
"265",12,"James Washington",PIT,"99.2","0","0","30","392","5","0","0","0"
"266",12,"Brandon McManus",DEN,"136","0","0","0","0","0","0","0","0"
"267",12,"Jake Elliott",PHI,"75","0","0","0","0","0","0","0","0"
"268",12,"Jack Doyle",IND,"64.1","0","0","23","251","3","0","0","0"
"269",12,"Matt Breida",BUF,"42","0","0","9","96","0","59","254","0"
"270",12,"Tennessee Titans",TEN,"66","0","0","0","0","0","0","0","0"
"271",12,"Joey Slye",CAR,"129","0","0","0","0","0","0","0","0"
"272",12,"Wayne Gallman",SF,"136.6","0","0","21","114","0","147","682","6"
"273",12,"Preston Williams",MIA,"74.8","0","0","18","288","4","0","0","0"
"274",12,"Anthony McFarland Jr.",PIT,"22.7","0","0","6","54","0","33","113","0"
"275",12,"Javian Hawkins",ATL,"0","0","0","0","0","0","0","0","0"
"276",12,"Teddy Bridgewater",DEN,"252.26","3733","15","0","0","0","53","279","5"
"277",12,"Devontae Booker",NYG,"85.7","0","0","17","84","0","93","423","3"
"278",12,"New York Giants",NYG,"103","0","0","0","0","0","0","0","0"
"279",12,"Ty Johnson",NYJ,"63.3","0","0","16","99","1","54","254","1"
"280",12,"Chris Boswell",PIT,"100","0","0","0","0","0","0","0","0"
"281",12,"Ka'imi Fairbairn",HOU,"132","0","0","0","0","0","0","0","0"
"282",12,"Jimmy Garoppolo",SF,"69.34","1096","7","0","0","0","10","25","0"
"283",12,"Jimmy Graham",CHI,"143.6","0","0","50","456","8","0","0","0"
"284",12,"Keke Coutee",HOU,"87","0","0","33","400","3","0","0","0"
"285",13,"Rashard Higgins",CLE,"120.9","0","0","37","599","4","0","0","0"
"286",13,"New York Jets",NYJ,"67","0","0","0","0","0","0","0","0"
"287",13,"Ke'Shawn Vaughn",TB,"23.3","0","0","5","34","1","26","109","0"
"288",13,"Dustin Hopkins",WAS,"128","0","0","0","0","0","0","0","0"
"289",13,"Arizona Cardinals",ARI,"108","0","0","0","0","0","0","0","0"
"290",13,"Nico Collins",HOU,"0","0","0","0","0","0","0","0","0"
"291",13,"Zach Pascal",IND,"136.9","0","0","44","629","5","0","0","0"
"292",13,"Kendrick Bourne",NE,"129.7","0","0","49","667","2","0","0","0"
"293",13,"Josh Lambo",JAC,"28","0","0","0","0","0","0","0","0"
"294",13,"N'Keal Harry",NE,"73.9","0","0","33","309","2","2","0","0"
"295",13,"Samaje Perine",CIN,"65.7","0","0","11","66","0","63","301","3"
"296",13,"Drew Lock",DEN,"196.32","2933","16","0","0","0","44","160","3"
"297",13,"Quintez Cephus",DET,"66.9","0","0","20","349","2","0","0","0"
"298",13,"Dallas Cowboys",DAL,"76","0","0","0","0","0","0","0","0"
"299",13,"Matt Gay",LAR,"66","0","0","0","0","0","0","0","0"
"300",13,"Kyle Rudolph",NYG,"65.4","0","0","28","334","1","0","0","0"
"301",13,"Tyron Johnson",LAC,"79.5","0","0","20","398","3","3","17","0"
"302",13,"Ian Thomas",CAR,"40.5","0","0","20","145","1","0","0","0"
"303",13,"Keelan Cole Sr.",NYJ,"155.4","0","0","55","642","5","1","2","0"
"304",13,"Travis Fulgham",PHI,"115.9","0","0","38","539","4","0","0","0"
"305",13,"Jalen Richard",LV,"51.1","0","0","19","138","0","22","123","1"
"306",13,"Jacksonville Jaguars",JAC,"58","0","0","0","0","0","0","0","0"
"307",13,"Graham Gano",NYG,"133","0","0","0","0","0","0","0","0"
"308",13,"Le'Veon Bell",FA,"74.6","0","0","16","138","0","82","328","2"
"309",13,"Austin Seibert",CIN,"27","0","0","0","0","0","0","0","0"
"310",13,"Zane Gonzalez",FA,"98","0","0","0","0","0","0","0","0"
"311",13,"Donovan Peoples-Jones",CLE,"58.4","0","0","14","304","2","0","0","0"
"312",13,"Stephen Gostkowski",FA,"119","0","0","0","0","0","0","0","0"
"313",13,"Scotty Miller",TB,"102.5","0","0","33","501","3","3","14","0"
"314",13,"DeeJay Dallas",SEA,"56.9","0","0","17","111","1","34","108","2"
"315",13,"Todd Gurley II",FA,"163.2","0","0","25","164","0","195","678","9"
"316",13,"Rex Burkhead",HOU,"107.6","0","0","25","192","3","67","274","3"
"317",13,"D'Wayne Eskridge",SEA,"0","0","0","0","0","0","0","0","0"
"318",13,"Atlanta Falcons",ATL,"72","0","0","0","0","0","0","0","0"
"319",13,"Tyrod Taylor",HOU,"9.02","208","0","0","0","0","6","7","0"
"320",13,"Andy Isabella",ARI,"54.8","0","0","21","224","2","1","-6","0"
"321",13,"Kalen Ballage",PIT,"93.9","0","0","29","166","0","91","303","3"
"322",13,"Duke Johnson Jr.",FA,"84.4","0","0","28","249","1","77","235","1"
"323",13,"Ito Smith",FA,"57.3","0","0","17","75","0","63","268","1"
"324",13,"Marquez Callaway",NO,"42.3","0","0","21","213","0","0","0","0"
"325",13,"Mo Alie-Cox",IND,"80.4","0","0","31","394","2","0","0","0"
"326",13,"Dalton Schultz",DAL,"146.5","0","0","63","615","4","0","0","0"
"327",13,"Xavier Jones",LAR,"0","0","0","0","0","0","0","0","0"
"328",13,"Greg Ward",PHI,"133.1","0","0","53","419","6","2","-4","0"
"329",13,"Jordan Howard",PHI,"30.7","0","0","1","-3","0","35","60","4"
"330",13,"Dyami Brown",WAS,"0","0","0","0","0","0","0","0","0"
"331",13,"Carolina Panthers",CAR,"99","0","0","0","0","0","0","0","0"
"332",13,"Mac Jones",NE,"0","0","0","0","0","0","0","0","0"
"333",13,"Demarcus Robinson",KC,"107.6","0","0","45","466","3","0","0","0"
"334",13,"Justice Hill",BAL,"13","0","0","5","20","0","12","60","0"
"335",13,"Cairo Santos",CHI,"139","0","0","0","0","0","0","0","0"
"336",13,"Eno Benjamin",ARI,"0","0","0","0","0","0","0","0","0"
"337",14,"Miles Boykin",BAL,"69.6","0","0","19","266","4","0","0","0"
"338",14,"Will Dissly",SEA,"61.1","0","0","24","251","2","0","0","0"
"339",14,"Brian Hill",TEN,"95.4","0","0","25","199","0","100","465","1"
"340",14,"Jordan Akins",HOU,"83.7","0","0","37","403","1","1","4","0"
"341",14,"Adrian Peterson",FA,"124.5","0","0","12","101","0","156","604","7"
"342",14,"Olamide Zaccheaus",ATL,"53.4","0","0","20","274","1","1","0","0"
"343",14,"Dan Bailey",FA,"90","0","0","0","0","0","0","0","0"
"344",14,"Donald Parham Jr.",LAC,"43.9","0","0","10","159","3","0","0","0"
"345",14,"Pat Freiermuth",PIT,"0","0","0","0","0","0","0","0","0"
"346",14,"Jordan Wilkins",IND,"61.3","0","0","12","105","0","84","308","1"
"347",14,"Byron Pringle",KC,"41","0","0","13","160","1","0","0","0"
"348",14,"Andy Dalton",CHI,"144.9","2170","14","0","0","0","28","114","0"
"349",14,"C.J. Uzomah",CIN,"22.7","0","0","8","87","1","0","0","0"
"350",14,"John Ross",NYG,"3.7","0","0","2","17","0","0","0","0"
"351",14,"Jermar Jefferson",DET,"0","0","0","0","0","0","0","0","0"
"352",14,"Houston Texans",HOU,"41","0","0","0","0","0","0","0","0"
"353",14,"Elijah Mitchell",SF,"0","0","0","0","0","0","0","0","0"
"354",14,"Cody Parkey",CLE,"110","0","0","0","0","0","0","0","0"
"355",14,"Harrison Bryant",CLE,"61.8","0","0","24","238","3","0","0","0"
"356",14,"Lynn Bowden Jr.",MIA,"53.58","0","0","28","211","0","9","32","0"
"357",14,"David Njoku",CLE,"52.3","0","0","19","213","2","0","0","0"
"358",14,"Chris Thompson",FA,"42.6","0","0","20","146","1","7","20","0"
"359",14,"Josh Palmer",LAC,"0","0","0","0","0","0","0","0","0"
"360",14,"Golden Tate",FA,"86.52","0","0","35","388","2","0","0","0"
"361",14,"Larry Rountree III",LAC,"0","0","0","0","0","0","0","0","0"
"362",14,"Sam Sloman",PIT,"55","0","0","0","0","0","0","0","0"
"363",14,"Tyler Eifert",FA,"82.9","0","0","36","349","2","0","0","0"
"364",14,"Mike Boone",DEN,"14.9","0","0","2","10","0","11","59","1"
"365",14,"Drew Sample",CIN,"78.9","0","0","40","349","1","0","0","0"
"366",14,"Qadree Ollison",ATL,"0.3","0","0","0","0","0","1","3","0"
"367",14,"Steven Sims Jr.",WAS,"57.3","0","0","27","265","1","1","18","0"
"368",14,"Jalen Guyton",LAC,"97.1","0","0","28","511","3","2","0","0"
"369",14,"Peyton Barber",WAS,"55","0","0","4","12","0","94","258","4"
"370",14,"Chris Evans",CIN,"0","0","0","0","0","0","0","0","0"
"371",14,"Deonte Harris",NO,"47.7","0","0","20","186","1","6","51","0"
"372",14,"Dede Westbrook",MIN,"-0.6","0","0","1","4","0","0","0","0"
"373",14,"Jake Funk",LAR,"0","0","0","0","0","0","0","0","0"
"374",14,"Albert Okwuegbunam",DEN,"29.1","0","0","11","121","1","0","0","0"
"375",14,"Randy Bullock",DET,"100","0","0","0","0","0","0","0","0"
"376",14,"Detroit Lions",DET,"29","0","0","0","0","0","0","0","0"
"377",14,"Bryce Love",FA,"0","0","0","0","0","0","0","0","0"
"378",14,"Larry Fitzgerald",FA,"100.9","0","0","54","409","1","0","0","0"
"379",14,"Danny Amendola",FA,"106.4","0","0","46","602","0","1","2","0"
"380",14,"Tyler Conklin",MIN,"44.4","0","0","19","194","1","0","0","0"
"381",14,"Royce Freeman",DEN,"37.1","0","0","12","81","0","35","170","0"
"382",14,"Cordarrelle Patterson",ATL,"69.4","0","0","21","132","0","64","232","1"
"383",14,"Tutu Atwell",LAR,"0","0","0","0","0","0","0","0","0"
"384",14,"Antonio Gandy-Golden",WAS,"3.5","0","0","1","3","0","1","22","0"
"385",14,"Las Vegas Raiders",LV,"43","0","0","0","0","0","0","0","0"
"386",14,"Nick Folk",NE,"123","0","0","0","0","0","0","0","0"
"387",14,"Adam Humphries",WAS,"57.8","0","0","23","228","2","1","0","0"
"388",14,"Jacob Hollister",BUF,"65.9","0","0","25","209","3","0","0","0"
"389",14,"Tyler Johnson",TB,"40.9","0","0","12","169","2","0","0","0"
"390",14,"Dez Fitzpatrick",TEN,"0","0","0","0","0","0","0","0","0"
"391",14,"Kylin Hill",GB,"0","0","0","0","0","0","0","0","0"
"392",15,"Evan McPherson",CIN,"0","0","0","0","0","0","0","0","0"
"393",15,"Cameron Brate",TB,"68.2","0","0","28","282","2","0","0","0"
"394",15,"Collin Johnson",JAC,"59.2","0","0","18","272","2","0","0","0"
"395",15,"Cincinnati Bengals",CIN,"45","0","0","0","0","0","0","0","0"
"396",15,"Alshon Jeffery",FA,"23.5","0","0","6","115","1","0","0","0"
"397",15,"Cornell Powell",KC,"0","0","0","0","0","0","0","0","0"
"398",15,"Devin Duvernay",BAL,"53.1","0","0","20","201","0","4","70","0"
"399",15,"Tylan Wallace",BAL,"0","0","0","0","0","0","0","0","0"
"400",15,"Brevin Jordan",HOU,"0","0","0","0","0","0","0","0","0"
"401",15,"Dare Ogunbowale",JAC,"29.9","0","0","10","54","0","32","145","0"
"402",15,"Khalil Herbert",CHI,"0","0","0","0","0","0","0","0","0"
"403",15,"Devine Ozigbo",JAC,"13.3","0","0","9","42","0","1","1","0"
"404",15,"Jordan Love",GB,"0","0","0","0","0","0","0","0","0"
"405",15,"Tucker McCann",TEN,"0","0","0","0","0","0","0","0","0"
"406",15,"Greg Joseph",MIN,"0","0","0","0","0","0","0","0","0"
"407",15,"Jalen Hurd",SF,"0","0","0","0","0","0","0","0","0"
"408",15,"Davis Mills",HOU,"0","0","0","0","0","0","0","0","0"
"409",15,"Gardner Minshew II",JAC,"165.66","2259","16","0","0","0","29","153","1"
"410",15,"Auden Tate",CIN,"29","0","0","14","150","0","0","0","0"
"411",15,"Maxx Williams",ARI,"24.2","0","0","8","102","1","0","0","0"
"412",15,"Mitchell Trubisky",BUF,"161.7","2055","16","0","0","0","33","195","1"
"413",15,"Frank Gore",FA,"100.2","0","0","16","89","0","187","653","2"
"414",15,"Kyle Juszczyk",SF,"81.6","0","0","19","202","4","17","64","2"
"415",15,"Alex Collins",SEA,"21.1","0","0","1","4","0","18","77","2"
"416",15,"James O'Shaughnessy",JAC,"54.2","0","0","28","262","0","0","0","0"
"417",15,"Gerrid Doaks",MIA,"0","0","0","0","0","0","0","0","0"
"418",15,"Hunter Long",MIA,"0","0","0","0","0","0","0","0","0"
"419",15,"Jacob Harris",LAR,"0","0","0","0","0","0","0","0","0"
"420",15,"Sam Ficken",NYJ,"54","0","0","0","0","0","0","0","0"
"421",15,"Foster Moreau",LV,"33","0","0","7","140","2","0","0","0"
"422",15,"David Moore",CAR,"118.8","0","0","35","417","6","8","61","0"
"423",15,"Jaret Patterson",WAS,"0","0","0","0","0","0","0","0","0"
"424",15,"Chris Conley",HOU,"97.1","0","0","40","471","2","0","0","0"
"425",15,"Dazz Newsome",CHI,"0","0","0","0","0","0","0","0","0"
"426",15,"Cam Sims",WAS,"86.2","0","0","32","477","1","1","5","0"
"427",15,"LeSean McCoy",FA,"28.2","0","0","15","101","0","10","31","0"
"428",15,"Darwin Thompson",KC,"33.2","0","0","7","65","1","27","97","1"
"429",15,"Raymond Calais",LAR,"0","0","0","0","0","0","0","0","0"
"430",15,"Anthony Schwartz",CLE,"0","0","0","0","0","0","0","0","0"
"431",15,"Isaiah McKenzie",BUF,"99.58","0","0","30","282","5","10","9","0"
"432",15,"Geoff Swaim",TEN,"23.3","0","0","9","83","1","0","0","0"
"433",15,"JaMycal Hasty",SF,"31.1","0","0","7","33","0","39","148","1"
"434",15,"Travis Homer",SEA,"32.8","0","0","9","90","1","25","88","0"
"435",15,"Noah Gray",KC,"0","0","0","0","0","0","0","0","0"
"436",15,"Tim Tebow",JAC,"0","0","0","0","0","0","0","0","0"
"437",15,"Ihmir Smith-Marsette",MIN,"0","0","0","0","0","0","0","0","0"
"438",15,"Taylor Heinicke",WAS,"11.68","137","1","0","0","0","3","22","0"
"439",15,"Lil'Jordan Humphrey",NO,"13.6","0","0","3","46","1","0","0","0"
"440",15,"Devin Funchess",GB,"0","0","0","0","0","0","0","0","0"
"441",15,"Kene Nwangwu",MIN,"0","0","0","0","0","0","0","0","0"
"442",15,"Darren Fells",DET,"76.2","0","0","21","312","4","0","0","0"
"443",15,"Jaylen Samuels",PIT,"16.4","0","0","9","46","0","9","28","0"
"444",15,"Jacob Eason",IND,"0","0","0","0","0","0","0","0","0"
"445",15,"Mohamed Sanu",SF,"44","0","0","17","187","1","1","3","0"
"446",15,"Pooka Williams Jr.",CIN,"0","0","0","0","0","0","0","0","0"
"447",15,"Ameer Abdullah",MIN,"30","0","0","8","58","2","8","42","0"
"448",15,"Ryquell Armstead",FA,"0","0","0","0","0","0","0","0","0"
"449",15,"Ryan Griffin",NYJ,"17.6","0","0","9","86","0","0","0","0"
"450",15,"Trenton Cannon",CAR,"7.9","0","0","3","16","0","10","33","0"
"451",15,"Equanimeous St. Brown",GB,"25.4","0","0","7","117","1","1","7","0"
"452",15,"Devonta Freeman",NO,"36","0","0","7","58","0","54","172","1"
"453",15,"Damiere Byrd",CHI,"114.9","0","0","47","604","1","2","15","0"
"454",15,"Kenny Stills",BUF,"31.4","0","0","11","144","1","0","0","0"
"455",15,"Tommy Tremble",CAR,"0","0","0","0","0","0","0","0","0"
"456",15,"Zay Jones",LV,"36.56","0","0","14","154","1","0","0","0"
"457",15,"Brycen Hopkins",LAR,"0","0","0","0","0","0","0","0","0"
"458",15,"Ty Montgomery",NO,"15.8","0","0","3","27","0","19","101","0"
"459",15,"Kelvin Harmon",WAS,"0","0","0","0","0","0","0","0","0"
"460",15,"Jeremy McNichols",TEN,"43.9","0","0","12","55","0","47","204","1"
"461",15,"Jace Sternberger",GB,"29.4","0","0","12","114","1","0","0","0"
"462",15,"Tyler Kroft",NYJ,"41.9","0","0","12","119","3","0","0","0"
"463",15,"Willie Snead IV",LV,"94.2","0","0","33","432","3","0","0","0"
"464",16,"Olabisi Johnson",MIN,"34.9","0","0","14","189","0","0","0","0"
"465",16,"Jakeem Grant Sr.",MIA,"87.3","0","0","36","373","1","3","20","0"
"466",16,"Trey Burton",FA,"83.3","0","0","28","250","3","2","3","2"
"467",16,"Aldrick Rosas",JAC,"39","0","0","0","0","0","0","0","0"
"468",16,"Marquise Goodwin",CHI,"0","0","0","0","0","0","0","0","0"
"469",16,"Nick Boyle",BAL,"37.3","0","0","14","113","2","0","0","0"
"470",16,"Frank Darby",ATL,"0","0","0","0","0","0","0","0","0"
"471",16,"Richard Rodgers",PHI,"70.5","0","0","24","345","2","0","0","0"
"472",16,"Kahale Warring",HOU,"6.5","0","0","3","35","0","0","0","0"
"473",16,"Dion Lewis",FA,"57.2","0","0","19","127","1","29","115","2"
"474",16,"Richie James Jr.",SF,"64.4","0","0","23","394","1","0","0","0"
"475",16,"Marcus Mariota",LV,"26.84","226","1","0","0","0","9","88","1"
"476",16,"Chase McLaughlin",CLE,"20","0","0","0","0","0","0","0","0"
"477",16,"Trayveon Williams",CIN,"21.7","0","0","5","30","0","26","157","0"
"478",16,"Freddie Swain",SEA,"40.9","0","0","13","159","2","0","0","0"
"479",16,"Kenny Yeboah",NYJ,"0","0","0","0","0","0","0","0","0"
"480",16,"Andrew Jacas",SF,"0","0","0","0","0","0","0","0","0"
"481",16,"Chris Manhertz",JAC,"11.2","0","0","6","52","0","0","0","0"
"482",16,"Nick Vannett",NO,"29.5","0","0","14","95","1","0","0","0"
"483",16,"Gary Brightwell",NYG,"0","0","0","0","0","0","0","0","0"
"484",16,"Cedrick Wilson",DAL,"51.62","0","0","17","189","2","3","-12","0"
"485",16,"Sage Surratt",DET,"0","0","0","0","0","0","0","0","0"
"486",16,"Adam Shaheen",MIA,"45","0","0","12","150","3","0","0","0"
"487",16,"Hunter Bryant",DET,"5.4","0","0","1","44","0","0","0","0"
"488",16,"Kylen Granson",IND,"0","0","0","0","0","0","0","0","0"
"489",16,"Patrick Ricard",BAL,"17","0","0","9","45","1","1","-1","0"
"490",16,"C.J. Ham",MIN,"25.5","0","0","8","97","1","5","18","0"
"491",16,"J.J. Arcega-Whiteside",PHI,"14.5","0","0","4","85","0","0","0","0"
"492",16,"Shi Smith",CAR,"0","0","0","0","0","0","0","0","0"
"493",16,"Chad Beebe",MIN,"50.1","0","0","20","201","2","0","0","0"
"494",16,"Josh Oliver",BAL,"0","0","0","0","0","0","0","0","0"
"495",16,"Tajae Sharpe",ATL,"0","0","0","0","0","0","0","0","0"
"496",16,"Jaelon Darden",TB,"0","0","0","0","0","0","0","0","0"
"497",16,"Stevie Scott III",NO,"0","0","0","0","0","0","0","0","0"
"498",16,"Antonio Williams",BUF,"21.3","0","0","1","20","0","12","63","2"
"499",16,"Demetric Felton",CLE,"0","0","0","0","0","0","0","0","0"
"500",16,"T.J. Yeldon",FA,"16.2","0","0","1","22","1","10","70","0"
"501",16,"Braxton Berrios",NYJ,"97.3","0","0","37","394","3","3","29","0"
"502",16,"Marquez Stevenson",BUF,"0","0","0","0","0","0","0","0","0"
"503",16,"Geronimo Allison",DET,"0","0","0","0","0","0","0","0","0"
"504",16,"Blake Bell",KC,"22.2","0","0","11","110","0","1","2","0"
"505",16,"Josiah Deguara",GB,"2.2","0","0","1","12","0","0","0","0"
"506",16,"D'Onta Foreman",FA,"17","0","0","1","5","1","22","95","0"
"507",16,"Nick Foles",CHI,"112.18","1852","10","0","0","0","16","1","1"
"508",16,"Isaiah Coulter",HOU,"0","0","0","0","0","0","0","0","0"
"509",16,"Dwayne Haskins",PIT,"75.16","1439","5","0","0","0","20","46","1"